EN (MeV),XS (mb)
2.64,22.072727273
2.65,37.250000000
2.66,52.066666667
2.67,45.171428571
2.68,26.037500000
2.69,21.100000000
2.70,19.827272727
2.71,19.618181818
2.72,20.981818182
2.73,29.666666667
2.74,41.500000000
2.75,44.388888889
2.76,33.875000000
2.77,42.960000000
2.78,79.020000000
2.79,112.200000000
2.80,69.680000000
2.81,28.520000000
2.82,22.116666667
2.83,19.700000000
2.84,18.154545455
2.85,17.190000000
2.86,16.772727273
2.87,16.540000000
2.88,16.500000000
2.89,16.900000000
2.90,17.000000000
2.91,17.266666667
2.92,17.570000000
2.93,18.050000000
2.94,18.640000000
2.95,19.690000000
2.96,20.863636364
2.97,21.900000000
2.98,23.940000000
2.99,26.960000000
3.00,31.040000000
3.01,36.220000000
3.02,41.122222222
3.03,45.380000000
3.04,47.420000000
3.05,46.250000000
3.06,43.800000000
3.07,41.200000000
3.08,38.800000000
3.09,37.400000000
3.10,37.300000000
3.11,36.936363636
3.12,36.990000000
3.13,37.900000000
3.14,39.200000000
3.15,40.400000000
3.16,42.300000000
3.17,44.400000000
3.18,47.200000000
3.19,52.400000000
3.20,56.900000000
3.21,61.200000000
3.22,67.000000000
3.23,72.100000000
3.24,78.960000000
3.25,86.410000000
3.26,92.610000000
3.27,99.500000000
3.28,104.600000000
3.29,110.600000000
3.30,115.100000000
3.31,106.600000000
3.32,102.040000000
3.33,92.366666667
3.34,83.220000000
3.35,77.740000000
3.36,69.700000000
3.37,68.880000000
3.38,70.320000000
3.39,78.618181818
3.40,88.300000000
3.41,83.733333333
3.42,64.177777778
3.43,43.566666667
3.44,31.100000000
3.45,23.881818182
3.46,19.500000000
3.47,15.940000000
3.48,13.400000000
3.49,11.618181818
3.50,10.174000000
3.51,8.820000000
3.52,7.713000000
3.53,6.871000000
3.54,6.192000000
3.55,5.623000000
3.56,5.060000000
3.57,4.506666667
3.58,3.900000000
3.59,3.436000000
3.60,3.070000000
3.61,3.443333333
3.62,5.491666667
3.63,10.200000000
3.64,8.342857143
3.65,5.240000000
3.66,4.484545455
3.67,4.550000000
3.68,7.997857143
3.69,18.090714286
3.70,31.314285714
3.71,12.565714286
3.72,4.888888889
3.73,3.134545455
3.74,2.470000000
3.75,2.157272727
3.76,1.875000000
3.77,1.660000000
3.78,1.568181818
3.79,1.516666667
3.80,1.485000000
3.81,1.445000000
3.82,1.405000000
3.83,1.375000000
3.84,1.375000000
3.85,1.380000000
3.86,1.400000000
3.87,1.450000000
3.88,1.520000000
3.89,1.640000000
3.90,1.775000000
3.91,1.925000000
3.92,2.145000000
3.93,2.445000000
3.94,2.780000000
3.95,3.190000000
3.96,3.750000000
3.97,4.345000000
3.98,4.880000000
3.99,5.380000000
4.00,5.910000000
4.01,6.394444444
4.02,6.850000000
4.03,7.374000000
4.04,8.334000000
4.05,10.831818182
4.06,16.350000000
4.07,20.477777778
4.08,16.766666667
4.09,11.766666667
4.10,9.260000000
4.11,8.202727273
4.12,7.431111111
4.13,6.904000000
4.14,6.650000000
4.15,6.418000000
4.16,6.234000000
4.17,6.192000000
4.18,6.124545455
4.19,6.051000000
4.20,6.058000000
4.21,6.140000000
4.22,6.212000000
4.23,6.385555556
4.24,6.558000000
4.25,6.806000000
4.26,7.092000000
4.27,7.590000000
4.28,8.380000000
4.29,9.470000000
4.30,10.740000000
4.31,12.963636364
4.32,16.780000000
4.33,24.120000000
4.34,38.320000000
4.35,63.180000000
4.36,85.777777778
4.37,77.533333333
4.38,49.600000000
4.39,30.760000000
4.40,21.809090909
4.41,16.900000000
4.42,13.700000000
4.43,12.100000000
4.44,11.463636364
4.45,10.230000000
4.46,7.589000000
4.47,6.579090909
4.48,6.470000000
4.49,7.050000000
4.50,7.510000000
4.51,7.990000000
4.52,9.908181818
4.53,10.820000000
4.54,16.480000000
4.55,60.220000000
4.56,80.666666667
4.57,43.420000000
4.58,35.160000000
4.59,26.240000000
4.60,21.327272727
4.61,20.110000000
4.62,20.280000000
4.63,21.150000000
4.64,22.670000000
4.65,24.370000000
4.66,26.100000000
4.67,28.100000000
4.68,29.366666667
4.69,29.980000000
4.70,30.200000000
4.71,29.840000000
4.72,29.960000000
4.73,29.760000000
4.74,29.700000000
4.75,30.200000000
4.76,30.680000000
4.77,31.060000000
4.78,30.966666667
4.79,29.560000000
4.80,28.400000000
4.81,26.550000000
4.82,25.320000000
4.83,24.870000000
4.84,25.072727273
4.85,26.080000000
4.86,27.680000000
4.87,30.260000000
4.88,33.880000000
4.89,39.222222222
4.90,46.840000000
4.91,56.300000000
4.92,69.010000000
4.93,86.100000000
4.94,105.390000000
4.95,123.400000000
4.96,127.500000000
4.97,119.333333333
4.98,104.320000000
4.99,93.560000000
5.00,91.080000000
5.01,92.349920000
5.02,92.975560000
5.03,95.202980000
5.04,98.413400000
5.05,102.815680000
5.06,108.021240000
5.07,112.673540000
5.08,117.336080000
5.09,122.750920000
5.10,128.925640000
5.11,135.155444444
5.12,137.897250000
5.13,142.414300000
5.14,148.677100000
5.15,148.369200000
5.16,146.117950000
5.17,143.270850000
5.18,139.779150000
5.19,135.942950000
5.20,132.135050000
5.21,128.412300000
5.22,123.991588889
5.23,120.756760000
5.24,118.553960000
5.25,116.884020000
5.26,120.483200000
5.27,145.675872727
5.28,176.257433333
5.29,163.408720000
5.30,133.604733333
5.31,123.261745455
5.32,121.826300000
5.33,124.914100000
5.34,131.664270000
5.35,139.178630000
5.36,149.428330000
5.37,162.471950000
5.38,173.949130000
5.39,183.856030000
5.40,189.090170000
5.41,188.056430000
5.42,185.165600000
5.43,182.843510000
5.44,184.565120000
5.45,191.809311111
5.46,195.016360000
5.47,186.363300000
5.48,160.465560000
5.49,136.531320000
5.50,118.361440000
5.51,104.997800000
5.52,95.036820000
5.53,87.546780000
5.54,81.755320000
5.55,76.896960000
5.56,72.880411111
5.57,70.661880000
5.58,68.903350000
5.59,67.989720000
5.60,67.907670000
5.61,68.110020000
5.62,69.468730000
5.63,71.681080000
5.64,73.569190000
5.65,78.255300000
5.66,83.420281818
5.67,92.142677778
5.68,102.817010000
5.69,117.517710000
5.70,131.290550000
5.71,146.832830000
5.72,163.191620000
5.73,177.609340000
5.74,183.802800000
5.75,184.919000000
5.76,181.708400000
5.77,176.353000000
5.78,168.361630000
5.79,163.197270000
5.80,159.414040000
5.81,156.503920000
5.82,155.676250000
5.83,156.136830000
5.84,156.785572727
5.85,159.121300000
5.86,163.128000000
5.87,167.125100000
5.88,172.526300000
5.89,188.925070000
5.90,209.013390000
5.91,246.576780000
5.92,273.422820000
5.93,271.416290000
5.94,278.093800000
5.95,248.884660000
5.96,220.304380000
5.97,187.330900000
5.98,173.415360000
5.99,155.763333333
6.00,142.571790000
6.01,136.063681818
6.02,137.547600000
6.03,144.848280000
6.04,150.884400000
6.05,170.716060000
6.06,220.019980000
6.07,302.285809091
6.08,392.957500000
6.09,422.929840000
6.10,370.841425000
6.11,301.122500000
6.12,261.730180000
6.13,231.877380000
6.14,204.416060000
6.15,187.349890909
6.16,178.600360000
6.17,174.362590000
6.18,174.632380000
6.19,173.359330000
6.20,176.831090000
6.21,177.784500000
6.22,177.848460000
6.23,175.219880000
6.24,173.148340000
6.25,172.673920000
6.26,176.940160000
6.27,181.904080000
6.28,189.826820000
6.29,199.545620000
6.30,207.411960000
6.31,217.727220000
6.32,228.356844444
6.33,229.234050000
6.34,229.537700000
6.35,226.627950000
6.36,219.537550000
6.37,212.155950000
6.38,202.548900000
6.39,193.936900000
6.40,182.469700000
6.41,170.671150000
6.42,164.156200000
6.43,158.888750000
6.44,154.593666667
6.45,153.793380000
6.46,154.504220000
6.47,154.366080000
6.48,151.975740000
6.49,150.845780000
6.50,151.607940000
6.51,152.254140000
6.52,152.656060000
6.53,152.315000000
6.54,150.310440000
6.55,150.732200000
6.56,153.964230000
6.57,150.979540000
6.58,149.982490000
6.59,151.033660000
6.60,151.654540000
6.61,151.230020000
6.62,150.009830000
6.63,150.763640000
6.64,152.871640000
6.65,154.304030000
6.66,155.464055556
6.67,158.026380000
6.68,157.985140000
6.69,160.633220000
6.70,163.157140000
6.71,165.922100000
6.72,169.293400000
6.73,173.756380000
6.74,179.426140000
6.75,185.336940000
6.76,192.000531579
6.77,198.852321053
6.78,205.916295000
6.79,213.003845000
6.80,224.151925000
6.81,235.751175000
6.82,249.218420000
6.83,262.893220000
6.84,272.465550000
6.85,281.582050000
6.86,282.016880000
6.87,281.487080000
6.88,270.425394737
6.89,258.193500000
6.90,253.797100000
6.91,249.400700000
6.92,247.117300000
6.93,244.833900000
6.94,253.020950000
6.95,261.208000000
6.96,258.034900000
6.97,254.861800000
6.98,257.818484211
6.99,260.521000000
7.00,260.936000000
7.01,261.529560000
7.02,263.730160000
7.03,264.921350000
7.04,257.027850000
7.05,249.225670000
7.06,242.245370000
7.07,236.540210000
7.08,242.311310000
7.09,250.054188889
7.10,278.368572727
7.11,296.396844444
7.12,263.581080000
7.13,241.330420000
7.14,237.055520000
7.15,232.783220000
7.16,228.521320000
7.17,225.262530000
7.18,226.016180000
7.19,225.850836842
7.20,222.009521053
7.21,218.931950000
7.22,217.636450000
7.23,217.134420000
7.24,218.483820000
7.25,219.569340000
7.26,220.039140000
7.27,220.772760000
7.28,222.121960000
7.29,225.664235000
7.30,234.323685000
7.31,242.840200000
7.32,251.023200000
7.33,256.233060000
7.34,256.983210000
7.35,258.899920000
7.36,262.566470000
7.37,263.667720000
7.38,260.921020000
7.39,260.505560000
7.40,263.586960000
7.41,268.488961905
7.42,276.121866667
7.43,283.170350000
7.44,288.855183333
7.45,291.343450000
7.46,290.635150000
7.47,291.523775000
7.48,294.009325000
7.49,293.595925000
7.50,290.283575000
7.51,288.567625000
7.52,288.448075000
7.53,287.263668421
7.54,285.014405263
7.55,276.934860000
7.56,264.968460000
7.57,256.827570000
7.58,251.237020000
7.59,248.778228571
7.60,248.407276190
7.61,251.347450000
7.62,257.598750000
7.63,267.448575000
7.64,280.896925000
7.65,296.057073684
7.66,312.929021053
7.67,329.624180000
7.68,346.201480000
7.69,364.318800000
7.70,383.462800000
7.71,392.935970000
7.72,395.961920000
7.73,392.438900000
7.74,384.549900000
7.75,376.604942105
7.76,368.622678947
7.77,361.325375000
7.78,354.321625000
7.79,347.726745000
7.80,341.307095000
7.81,340.108045000
7.82,341.146395000
7.83,341.183255000
7.84,340.790905000
7.85,341.401410000
7.86,342.441710000
7.87,347.527578947
7.88,354.347263158
7.89,359.742240000
7.90,364.781040000
7.91,352.680400000
7.92,336.294900000
7.93,313.230473684
7.94,288.496315789
7.95,275.435985714
7.96,263.672747619
