EN (MeV),XS (mb)
1.94,12.35301204819277
1.95,14.048192771084338
1.96,14.895050359712231
1.97,16.03891891891892
1.98,18.109814814814815
1.99,19.389126126126126
2.0,20.980072289156627
2.01,22.343493975903613
2.02,24.00258181818182
2.03,25.9554578313253
2.04,28.412662650602407
2.05,30.482219512195122
2.06,34.7412
2.07,39.2184
2.08,42.281060975609755
2.09,45.068127272727274
2.1,45.93986470588235
2.11,45.11574705882353
2.12,43.71037931034483
2.13,42.33864912280701
2.14,40.402915492957746
2.15,39.317
2.1599999999999997,38.23937762237762
2.17,38.79681818181818
2.1799999999999997,40.58772727272728
2.19,43.34160550458716
2.1999999999999997,47.285875
2.21,51.5910987654321
2.2199999999999998,57.15898076923077
2.23,64.12215
2.2399999999999998,70.4448
2.25,73.85005755395683
2.26,74.76228776978418
2.27,72.3555625
2.28,69.72431250000001
2.29,65.6266
2.3,63.15136363636364
2.31,60.08051724137931
2.32,57.394953488372096
2.33,54.63113793103448
2.34,52.83116666666667
2.35,52.12571794871795
2.36,52.777
2.37,54.086777777777776
2.38,57.4258679245283
2.3899999999999997,61.60363414634146
2.4,64.62633333333332
2.4099999999999997,67.01133333333333
2.42,67.50399999999999
2.4299999999999997,65.36025
2.44,61.21616853932584
2.4499999999999997,54.4174
2.46,47.64744827586207
2.4699999999999998,40.50223121387283
2.48,38.06870520231213
2.4899999999999998,32.928724137931034
2.5,29.92355172413793
2.51,27.29044827586207
2.52,24.668000000000003
2.53,22.445086956521738
2.54,20.842276470588235
2.55,20.184041176470586
2.56,20.515675675675677
2.57,21.594054054054055
2.58,25.11916129032258
2.59,33.1881935483871
2.6,37.87422222222222
2.61,41.7145
2.6199999999999997,37.335358974358975
2.63,28.50993333333333
2.6399999999999997,23.163011235955054
2.65,20.26360465116279
2.6599999999999997,24.547764331210193
2.67,32.003704
2.6799999999999997,43.358104000000004
2.69,38.87901986754967
2.6999999999999997,30.49876923076923
2.71,22.322333333333333
2.7199999999999998,18.82094827586207
2.73,18.9513850931677
2.7399999999999998,22.880577639751554
2.75,29.647800000000004
2.76,35.58240740740741
2.77,34.17764204545455
2.78,30.029346590909093
2.79,47.65096913580248
2.8,64.99749714285714
2.81,76.39921142857142
2.82,73.60796428571429
2.83,58.72641666666667
2.84,31.952538461538463
2.85,22.571333333333335
2.86,19.038
2.8699999999999997,17.70897797356828
2.88,16.597964757709253
2.8899999999999997,16.000902654867257
2.9,15.692938053097347
2.9099999999999997,15.465078014184396
2.92,15.367914893617023
2.9299999999999997,15.270751773049646
2.94,15.398200000000001
2.9499999999999997,15.70212857142857
2.96,16.006057142857145
2.9699999999999998,16.848101796407185
2.98,17.860484536082474
2.9899999999999998,18.8769793814433
3.0,20.06208695652174
3.01,22.202666666666666
3.02,27.216069620253165
3.03,35.41970833333333
3.04,40.3134552238806
