EN (MeV),XS (mb)
3.05,47.18253246753247
3.06,52.5369190751445
3.07,50.18489595375723
3.08,47.34485593220339
3.09,42.86207142857143
3.0999999999999996,34.65492857142857
3.11,29.31944186046512
3.1199999999999997,27.851999999999997
3.13,27.715584615384618
3.1399999999999997,28.583276923076927
3.15,30.838721649484533
3.1599999999999997,32.07274226804124
3.17,33.38472727272727
3.1799999999999997,35.1692463768116
3.19,36.80040579710145
3.1999999999999997,38.874199999999995
3.21,41.08064848484849
3.2199999999999998,43.212163636363634
3.23,47.22920388349515
3.2399999999999998,56.06178947368421
3.25,64.1541975308642
3.26,67.62580246913579
3.27,70.71393902439024
3.28,81.1009375
3.29,85.95614150943396
3.3,91.67856818181819
3.31,98.17326515151515
3.32,102.6209090909091
3.33,104.0119512195122
3.34,96.2509756097561
3.3499999999999996,88.79538255033557
3.36,82.05987234042554
3.3699999999999997,73.95783333333334
3.38,70.52327586206897
3.3899999999999997,71.97853703703703
3.4,77.33034810126583
3.4099999999999997,83.73477848101265
3.42,89.77694160583941
3.4299999999999997,89.47368085106383
3.44,54.1690206185567
3.4499999999999997,36.189
3.46,25.63995652173913
3.4699999999999998,21.535220338983052
3.48,17.619227272727272
3.4899999999999998,14.171604651162792
3.5,12.083581395348839
3.51,10.236893023255814
3.52,8.68069239766082
3.53,7.533265497076023
3.54,6.39422323943662
3.55,5.506547183098592
3.56,4.683740909090909
3.57,3.906013636363636
3.5799999999999996,3.301427777777778
3.59,2.807538888888889
3.5999999999999996,2.2620682352941173
3.61,1.6863035294117645
3.6199999999999997,2.1151517857142856
3.63,3.8450384615384614
3.6399999999999997,4.984424550898203
3.65,5.471417948717948
3.6599999999999997,4.663661538461538
3.67,3.855905128205128
3.6799999999999997,3.4886909909909907
3.69,5.668684
3.6999999999999997,13.737546195652175
3.71,20.382709239130435
3.7199999999999998,17.71483333333333
3.73,11.875579166666668
3.7399999999999998,5.037567692307693
3.75,4.114029230769231
3.76,3.1904907692307694
3.77,2.266952307692308
3.78,1.3434138461538465
3.79,1.01008090625
3.8,0.853043122159091
3.8099999999999996,0.6960053380681819
3.82,0.5389675539772728
3.8299999999999996,0.3819297698863637
3.84,0.22489198579545466
3.8499999999999996,0.06785420170454565
3.86,0.0557432
3.8699999999999997,0.09723525479452054
3.88,0.13872730958904106
3.8899999999999997,0.20120285714285713
3.9,0.5049885714285713
3.9099999999999997,0.8087742857142858
3.92,0.9724670921985815
3.9299999999999997,0.7759209929078014
3.94,0.5793748936170212
3.9499999999999997,0.49541229773462786
3.96,0.5436129449838187
3.9699999999999998,0.5918135922330097
3.98,0.7259145454545454
3.9899999999999998,1.0062781818181818
4.0,1.2866418181818182
4.01,1.8413709677419354
4.02,2.4483602150537633
4.03,3.043950892857143
4.04,3.42296875
4.05,3.801986607142857
4.06,4.1810044642857145
4.069999999999999,6.494334210526316
4.08,9.676702631578948
4.09,12.323246575342466
4.1,14.827356164383561
4.109999999999999,14.584652173913044
4.12,12.409775862068965
4.13,8.282035483870967
4.14,6.7981281407035175
4.1499999999999995,5.4595854271356785
4.16,5.01258
4.17,4.57458
4.18,4.242521352313167
4.1899999999999995,4.045297153024911
4.2,3.8480729537366547
4.21,3.7419629921259845
4.22,3.6893645669291337
4.2299999999999995,3.641746619217082
4.24,3.644486832740214
4.25,3.6472270462633456
4.26,3.6499672597864765
4.27,3.6527074733096083
4.28,3.65544768683274
4.29,3.799679285714286
4.3,4.103465
4.31,4.4072507142857145
4.319999999999999,5.040270256410257
4.33,5.835449743589744
4.34,6.565802857142858
4.35,8.37815925925926
4.359999999999999,18.594045454545455
4.37,36.49575510204082
4.38,50.42793220338984
4.39,67.69403389830508
4.3999999999999995,74.5872641509434
4.41,70.3739591078067
4.42,64.7364126394052
4.43,49.635
4.4399999999999995,20.96807692307692
4.45,13.724910112359552
4.46,11.738017441860466
4.47,9.688558620689657
4.4799999999999995,7.399701754385965
4.49,5.676402325581396
4.5,4.255384210526316
4.51,3.458407874015748
4.52,3.2399039370078744
4.529999999999999,3.0214
4.54,3.759444077134986
4.55,4.4974881542699725
4.56,5.235532231404958
4.569999999999999,8.578058252427185
4.58,23.320348837209302
4.59,51.58313953488373
4.6,65.83145833333333
4.609999999999999,60.15604166666667
4.62,54.480624999999996
4.63,30.162268292682924
4.64,18.31093103448276
4.6499999999999995,16.42388596491228
4.66,15.25590350877193
4.67,14.213688622754491
4.68,15.141832335329342
4.6899999999999995,16.306472727272727
4.7,17.807215827338126
4.71,19.22520143884892
4.72,20.560478260869566
4.7299999999999995,21.38483673469388
4.74,21.746061224489797
4.75,21.859934911242604
4.76,21.77946153846154
4.77,21.698988165680472
4.779999999999999,21.63348
4.79,21.636146666666665
4.8,21.63881333333333
4.81,21.542223350253806
4.819999999999999,21.438162436548225
4.83,21.33410152284264
4.84,21.23004060913706
4.85,20.740405882352942
4.859999999999999,20.0179014084507
4.87,18.73480281690141
4.88,18.461952662721895
4.89,18.340059171597634
4.8999999999999995,18.21816568047337
4.91,19.158527272727273
4.92,21.204501298701295
4.93,23.250475324675325
4.9399999999999995,25.29644935064935
4.95,35.17936363636363
4.96,42.815952380952375
4.97,56.19997872340425
4.9799999999999995,68.087546875
4.99,77.70027152317881
5.0,88.30888079470199
5.01,97.20385214007783
5.02,105.8427626459144
5.029999999999999,110.7165306122449
5.04,106.80496598639455
5.05,97.23416535433071
5.06,83.95323529411765
5.069999999999999,79.81946896551725
5.08,78.69279640718563
5.09,79.53650898203593
5.1,82.37741975308641
5.109999999999999,85.57840740740741
5.12,89.43234161490683
5.13,93.36153416149068
5.14,98.3678375
5.1499999999999995,102.67592537313433
5.16,107.78599999999999
5.17,117.62948717948719
5.18,125.2345
5.1899999999999995,130.48758620689654
5.2,134.74374384236455
5.21,138.5334939759036
5.22,141.12892086330936
5.2299999999999995,143.04880952380952
5.239999999999999,143.45357142857142
5.25,143.85833333333335
5.26,144.26309523809525
5.27,144.66785714285714
5.279999999999999,142.93286549707605
5.29,140.96140350877192
5.3,137.7728813559322
5.31,132.49008771929826
5.319999999999999,130.11289473684212
5.33,127.73570175438597
5.34,125.53262411347518
5.35,124.73829787234044
5.359999999999999,127.10602409638555
5.37,143.66638297872342
5.38,167.53331896551722
5.39,183.64969827586205
5.3999999999999995,191.3841111111111
5.41,177.50709677419354
5.42,131.2179285714286
5.43,132.0250714285714
5.4399999999999995,132.8322142857143
5.45,135.68761467889908
5.46,140.90817073170734
5.47,146.21914634146344
5.4799999999999995,172.52632653061224
5.489999999999999,186.92000000000002
5.5,195.7758394160584
5.51,201.61916666666664
5.52,208.35057971014493
5.529999999999999,211.40855072463768
