EN (MeV),XS (mb)
0.44,1.9358375299760246e-08
0.44999999999999996,7.735090547561951e-07
0.45999999999999996,1.5276597342126297e-06
0.47,2.2818104136690644e-06
0.48,3.0359610931254994e-06
0.49,3.7901117725819344e-06
0.5,4.551389633780268e-06
0.51,7.681267560536321e-06
0.52,1.0811145487292376e-05
0.53,1.394102341404843e-05
0.5399999999999999,1.7070901340804484e-05
0.5499999999999999,2.024385930649661e-05
0.5599999999999999,3.055374372259865e-05
0.57,4.086362813870067e-05
0.58,5.1173512554802704e-05
0.59,6.148339697090474e-05
0.6,7.179328138700676e-05
0.61,0.00010166699879202738
0.62,0.00013177833360177168
0.63,0.00016188966841151602
0.64,0.00019200100322126033
0.65,0.00022341022700119473
0.6599999999999999,0.0003153257984866587
0.6699999999999999,0.0004072413699721227
0.6799999999999999,0.0004991569414575866
0.69,0.0005910725129430507
0.7,0.0006829880844285146
0.71,0.0009227360208166534
0.72,0.0011626319375500401
0.73,0.0014025278542834268
0.74,0.0016424237710168132
0.75,0.001883176474127557
0.76,0.0024086678499799434
0.77,0.0029341592258323307
0.7799999999999999,0.0034596506016847167
0.7899999999999999,0.003985141977537103
0.7999999999999999,0.0045246021483986475
0.8099999999999999,0.005871787348319077
0.82,0.0072189725482395065
0.83,0.008566157748159936
0.84,0.009913342948080366
0.85,0.011260528148000796
0.86,0.014269201443174985
0.87,0.01729465744638204
0.88,0.020320113449589092
0.89,0.02334556945279615
0.8999999999999999,0.026374400119976004
0.9099999999999999,0.0327745200959808
0.9199999999999999,0.0391746400719856
0.9299999999999999,0.0455747600479904
0.94,0.0519748800239952
0.95,0.05837500000000001
0.96,0.07179774462527627
0.97,0.08522048925055253
0.98,0.09864323387582882
0.99,0.11206597850110507
1.0,0.12575034711474686
1.01,0.1505480477559142
1.02,0.17534574839708156
1.03,0.20014344903824893
1.04,0.2249411496794163
