EN (MeV),XS (mb)
2.28,100.3275
2.29,93.8732
2.3,88.26820000000001
2.31,85.76740000000001
2.32,81.6738
2.33,81.1034
2.34,81.3718
2.35,83.25339999999998
2.36,85.3694
2.37,90.91439999999999
2.38,97.228
2.3899999999999997,104.098
2.4,108.985
2.4099999999999997,108.304
2.42,105.13333333333334
2.4299999999999997,96.63880000000002
2.44,86.63319999999999
2.4499999999999997,73.8468
2.46,64.4584
2.4699999999999998,56.8124
2.48,51.0908
2.4899999999999998,45.92333333333333
2.5,42.3964
2.51,39.4948
2.52,36.8268
2.53,35.3488
2.54,33.7896
2.55,32.528
2.56,32.8496
2.57,32.614399999999996
2.58,35.595
2.59,51.5804
2.6,91.025
2.61,74.318
2.6199999999999997,44.974
2.63,35.7696
2.6399999999999997,32.5852
2.65,31.697199999999995
2.6599999999999997,33.007
2.67,50.35176470588235
2.6799999999999997,132.6915
2.69,55.25933333333333
2.6999999999999997,34.1096
2.71,30.8504
2.7199999999999998,28.099199999999996
2.73,27.354200000000002
2.7399999999999998,29.167166666666663
2.75,34.8842
2.76,73.375
2.77,75.68900000000001
2.78,41.746199999999995
2.79,43.8428
2.8,83.948
2.81,248.98166666666665
2.82,76.5522
2.83,42.407199999999996
2.84,31.363666666666663
2.85,29.110500000000002
2.86,27.493333333333336
2.8699999999999997,26.00766666666667
2.88,25.61
2.8899999999999997,24.899818181818183
2.9,24.754363636363635
2.9099999999999997,24.9815
2.92,26.221
2.9299999999999997,25.620166666666666
2.94,26.08
2.9499999999999997,26.738
2.96,26.916
2.9699999999999998,28.491200000000003
2.98,29.607000000000003
2.9899999999999998,31.4156
3.0,34.276
3.01,38.17
3.02,43.099
3.03,50.99400000000001
3.04,60.236
3.05,68.05366666666667
3.06,71.593
3.07,68.89433333333334
3.08,65.512
3.09,61.91199999999999
3.0999999999999996,57.564
3.11,55.5048
3.1199999999999997,54.46066666666666
3.13,53.7732
3.1399999999999997,55.21133333333333
3.15,54.854
3.1599999999999997,57.120666666666665
3.17,60.785333333333334
3.1799999999999997,61.779999999999994
3.19,66.6088
3.1999999999999997,70.174
3.21,74.819
3.2199999999999998,80.49766666666666
3.23,85.79299999999999
3.2399999999999998,95.11766666666666
3.25,103.772
3.26,113.10000000000001
3.27,125.39166666666665
3.28,137.45833333333334
3.29,149.15
3.3,158.66666666666669
3.31,166.73333333333332
3.32,168.275
3.33,164.78333333333333
3.34,156.01666666666665
3.3499999999999996,144.84999999999997
3.36,129.475
3.3699999999999997,115.85000000000001
3.38,104.55
3.3899999999999997,102.4
3.4,109.30000000000001
3.4099999999999997,135.45714285714286
3.42,143.375
3.4299999999999997,105.74583333333334
3.44,67.84416666666667
3.4499999999999997,50.3
3.46,39.48285714285715
3.4699999999999998,31.350714285714286
3.48,26.738333333333333
3.4899999999999998,22.7475
3.5,19.879166666666666
3.51,17.3175
3.52,14.974166666666667
3.53,13.045000000000002
3.54,11.532499999999999
3.55,10.84357142857143
3.56,9.300983606557375
3.57,8.5012
3.5799999999999996,7.696266666666666
3.59,6.8608
3.5999999999999996,6.044428571428571
3.61,5.565666666666667
3.6199999999999997,4.638566666666667
3.63,4.551228571428571
3.6399999999999997,14.4106
3.65,14.129199999999999
3.6599999999999997,8.1697
3.67,6.2362
3.6799999999999997,6.435
3.69,5.729342857142857
3.6999999999999997,8.037600000000001
3.71,53.14485714285715
3.7199999999999998,33.417333333333325
3.73,9.2684
3.7399999999999998,5.403933333333334
3.75,4.335828571428571
3.76,3.827714285714286
3.77,3.5862999999999996
3.78,2.964
3.79,2.9369428571428573
3.8,2.7819
3.8099999999999996,2.654
3.82,2.4438000000000004
3.8299999999999996,2.1528333333333336
3.84,2.4697
3.8499999999999996,2.1313999999999997
3.86,2.2247999999999997
3.8699999999999997,2.2617746478873237
3.88,1.5677999999999999
3.8899999999999997,1.98195
3.9,1.9484142857142859
3.9099999999999997,2.4657833333333334
3.92,2.6205666666666665
3.9299999999999997,2.544857142857143
3.94,2.8408285714285713
3.9499999999999997,3.1202714285714284
3.96,3.7061571428571427
3.9699999999999998,4.49615
3.98,4.669371428571429
3.9899999999999998,5.305516666666667
4.0,5.7631000000000006
4.01,7.062600000000001
4.02,7.870585714285713
4.03,8.277242857142857
4.04,8.885728571428572
4.05,10.308714285714286
4.06,10.666571428571428
4.069999999999999,11.697571428571429
4.08,16.113142857142858
4.09,29.40414285714286
4.1,30.4975
4.109999999999999,19.89342857142857
4.12,15.2615
4.13,12.010142857142856
4.14,10.827714285714286
4.1499999999999995,10.182285714285713
4.16,9.698149999999998
4.17,9.049957142857144
4.18,9.224714285714287
4.1899999999999995,8.430428571428571
4.2,8.525214285714286
4.21,9.0788
4.22,9.158416666666668
4.2299999999999995,9.0712
4.24,9.198742857142857
4.25,9.15855
4.26,9.317914285714286
4.27,10.0321
4.28,9.627916666666666
4.29,10.139671428571429
4.3,10.503
4.31,12.160714285714285
4.319999999999999,12.983428571428572
4.33,14.902714285714286
4.34,17.45357142857143
4.35,22.120285714285714
4.359999999999999,31.842285714285712
4.37,49.55042857142857
4.38,87.391
4.39,129.96285714285713
4.3999999999999995,120.59285714285714
4.41,77.12225000000001
4.42,48.20583333333334
4.43,32.31814285714286
4.4399999999999995,24.53242857142857
4.45,20.533285714285714
4.46,18.636714285714287
4.47,17.419
4.4799999999999995,15.689714285714286
4.49,10.630814285714287
4.5,9.49934426229508
4.51,10.18
4.52,10.858
4.529999999999999,11.608666666666666
4.54,12.117
4.55,13.918285714285712
4.56,16.8775
4.569999999999999,32.342499999999994
4.58,152.108
4.59,92.034
4.6,56.116
4.609999999999999,46.949000000000005
4.62,33.795428571428566
4.63,28.476000000000003
4.64,27.293142857142858
4.6499999999999995,27.838
4.66,29.459428571428575
4.67,31.444571428571432
4.68,33.814249999999994
4.6899999999999995,37.234500000000004
4.7,38.518
4.71,39.865428571428566
4.72,40.828857142857146
4.7299999999999995,40.916000000000004
4.74,40.63028571428572
4.75,40.152
4.76,39.656
4.77,39.732
4.779999999999999,39.402857142857144
4.79,39.95514285714285
4.8,40.248000000000005
4.81,41.14257142857143
4.819999999999999,41.25285714285714
4.83,39.7455
4.84,37.28971428571429
4.85,35.74
4.859999999999999,33.516
4.87,34.418285714285716
4.88,35.70285714285714
4.89,36.75457142857143
4.8999999999999995,40.184285714285714
4.91,45.458571428571425
4.92,51.361999999999995
4.93,60.802
4.9399999999999995,72.77234567901235
4.95,89.869
4.96,115.20957142857142
4.97,144.48857142857142
4.9799999999999995,171.39714285714285
4.99,183.02125
5.0,174.12857142857143
5.01,150.21625
5.02,125.15285714285714
5.029999999999999,121.79714285714287
5.04,118.16285714285713
5.05,115.99125000000001
5.06,117.05
5.069999999999999,119.8225
5.08,124.17428571428572
5.09,130.34625
5.1,135.2057142857143
5.109999999999999,144.14285714285717
5.12,150.55428571428573
5.13,160.54250000000002
5.14,169.405
5.1499999999999995,177.27428571428572
5.16,184.84
5.17,190.10428571428574
5.18,194.3775
5.1899999999999995,199.4042857142857
5.2,200.23857142857142
5.21,197.01874999999998
5.22,193.6214285714286
5.2299999999999995,190.79142857142858
5.239999999999999,185.47375
5.25,176.05142857142857
5.26,174.5557142857143
5.27,168.9475
5.279999999999999,164.54714285714286
5.29,159.14857142857142
5.3,160.26
5.31,171.48857142857145
5.319999999999999,240.42285714285714
5.33,221.5575
5.34,172.6875
5.35,159.25
5.359999999999999,156.86285714285714
5.37,159.42000000000002
5.38,165.04375000000002
5.39,172.315
5.3999999999999995,186.81142857142856
