bin_center,sigma,d_sigma
2835000.0,0.02954595783349768,0.00020610676158635408
2845000.0,0.024320951694676702,0.0001920039791833633
2855000.0,0.022587706668527028,0.00018460915492499725
2865000.0,0.02134245142273953,0.0001796111407206284
2875000.0,0.020560603035622085,0.00017781157851759648
2885000.0,0.02024469732657411,0.00019022999722879928
2895000.0,0.019814440531127214,0.00018867570215599008
2905000.0,0.019871192511676728,0.00018305773376465448
2915000.0,0.0206908718834609,0.00017776482271385138
2925000.0,0.020568010794748525,0.00017612028609816096
2935000.0,0.020572011449555845,0.00017799971488327655
2945000.0,0.020955058373800763,0.00017765797709391455
2955000.0,0.021395837892396765,0.00018205731700857275
2965000.0,0.022128069571746747,0.00018183128757148263
2975000.0,0.023167862515584395,0.00018604128258137742
2985000.0,0.02454215166149054,0.00019214703963117002
2995000.0,0.026211785254661946,0.00019831247234503894
3005000.0,0.028937202889882652,0.0002065178262838394
3015000.0,0.03257383713769912,0.00021809578020012
3025000.0,0.03790362820952765,0.00023544947446355274
3035000.0,0.04435086844174372,0.0002518999572995231
3045000.0,0.051329063469763965,0.00027473170359234206
3055000.0,0.05583747722085921,0.00028966570026233183
3065000.0,0.0558983609958693,0.0002869357191331961
3075000.0,0.05382717355206002,0.00028014927240152873
3085000.0,0.050946904041855735,0.00027568890045800526
3095000.0,0.047648699182804975,0.0002678857142473444
3105000.0,0.04507639994514544,0.0002541372938122605
3115000.0,0.043768214775821164,0.0002496218167231163
3125000.0,0.04332299322780044,0.00024968740968166225
3135000.0,0.04339996058594294,0.0002492767977611212
3145000.0,0.04355590508270286,0.0002543373653513307
3155000.0,0.04476912326883949,0.0002590807274045719
3165000.0,0.04682454345415873,0.00026407110558508424
3175000.0,0.04871248159393854,0.0002651588956054276
3185000.0,0.051277496555472875,0.0002663494290402944
3195000.0,0.0547621772228288,0.00028028452079741556
3205000.0,0.058056994042816605,0.00029203164683602197
3215000.0,0.06204478266436616,0.00030196067367292456
3225000.0,0.06643890804349338,0.00031158653071702245
3235000.0,0.07215127566117766,0.0003232612842280495
3245000.0,0.07952245809896004,0.00033153395938934137
3255000.0,0.08662738009062204,0.0003458687311472555
3265000.0,0.09516525512100069,0.00037011882215877076
3275000.0,0.10511687875518484,0.0003892653795009801
3285000.0,0.11446624263155913,0.00040537160271814744
3295000.0,0.12334595082682001,0.00042073536195939105
3305000.0,0.13005070834864024,0.00043103123760790906
3315000.0,0.1339632743289348,0.0004376423574317355
3325000.0,0.13322618571047729,0.0004359527249556168
3335000.0,0.12826552816681583,0.00042688302158232314
3345000.0,0.12016174294278179,0.00041302450253581066
3355000.0,0.10928285384275961,0.00039330187415460887
3365000.0,0.09785658365521618,0.00037178409927428655
3375000.0,0.08821359308601132,0.00035239676697581363
3385000.0,0.08322814464332245,0.00034287832448222784
3395000.0,0.08502638443898877,0.00035034654992710263
3405000.0,0.09716612848989335,0.0003798018104525698
3415000.0,0.11064718064195851,0.0004018211199241761
3425000.0,0.09918821516365554,0.000377671869441541
3435000.0,0.06939476069332126,0.0003096874621494155
3445000.0,0.0476048066091652,0.0002569049295576218
3455000.0,0.03596940577858532,0.00022914377360912263
3465000.0,0.028342250316631585,0.0002059069472323874
3475000.0,0.023377106408709603,0.00018397758740162966
3485000.0,0.01959907582800542,0.00017042399705625026
3495000.0,0.016940586397615275,0.00016058805830028948
3505000.0,0.014659109925058866,0.00015026507230303534
3515000.0,0.012674844451852801,0.000139855522324073
3525000.0,0.010912330772875857,0.00012907622659021734
3535000.0,0.009648145875430244,0.00012333129809848496
3545000.0,0.008745087412998138,0.00011946897917838197
3555000.0,0.007910577948232736,0.00011620563742197309
3565000.0,0.00684094197962934,0.00010832344797193294
3575000.0,0.006226631598519116,0.00010513524381286468
3585000.0,0.0055882759207161155,9.938948500331368e-05
3595000.0,0.005044008433458331,9.669885432745984e-05
3605000.0,0.004495392113481616,9.324677683884615e-05
3615000.0,0.003962572270357441,8.790085610979992e-05
3625000.0,0.003911564594628243,8.668454422517164e-05
3635000.0,0.007193858654906862,0.00010684402637721044
3645000.0,0.012183299566435954,0.000146483965797324
3655000.0,0.008742195078755611,0.00011814772252820429
3665000.0,0.0057565524493190245,0.00010222692446853271
3675000.0,0.005111781645499156,9.820211144350718e-05
3685000.0,0.004926954484799405,9.649553505806707e-05
3695000.0,0.006264025894228232,0.00010222709627993725
3705000.0,0.020238522657760705,0.00015851272283161295
3715000.0,0.04019541745790856,0.0002654529263519297
3725000.0,0.018914377658161678,0.00015597790791319367
3735000.0,0.006203381532650605,0.00010272720889254784
3745000.0,0.004034999452475715,9.159796047532592e-05
3755000.0,0.003310288390388865,8.884216738888562e-05
3765000.0,0.00289587339293294,8.413695579712556e-05
3775000.0,0.002598475314311044,8.223375028271727e-05
3785000.0,0.00228954895658878,8.034287838667928e-05
3795000.0,0.002233482452879104,8.099030316662917e-05
3805000.0,0.002133714702827578,7.852451846228876e-05
3815000.0,0.0019989336058392,7.883471910954311e-05
3825000.0,0.001822690415040889,7.228279545439914e-05
3835000.0,0.0017976699866057294,7.57919208771567e-05
3845000.0,0.0017741576303005443,7.539516768888137e-05
3855000.0,0.0016710079533044137,7.124746602066814e-05
3865000.0,0.0017103238081315878,7.28934660695283e-05
3875000.0,0.001533068686907039,7.092480974641796e-05
3885000.0,0.0014613577389092703,6.909464730902482e-05
3895000.0,0.0015260183713549451,7.012244637587e-05
3905000.0,0.0017005311021451824,7.145453368542571e-05
3915000.0,0.001994464305864178,7.422865018928824e-05
3925000.0,0.0020802340399865057,7.789012429995217e-05
3935000.0,0.002125633387912989,7.9435341610809e-05
3945000.0,0.0023484490042914134,8.056228412596176e-05
3955000.0,0.002671278002555716,8.381369556949141e-05
3965000.0,0.003137090704099888,8.679987386913903e-05
3975000.0,0.0035428975986326722,9.158505332054576e-05
3985000.0,0.0038863722378639147,9.426448523560248e-05
3995000.0,0.004335760709600408,9.498945444175133e-05
4005000.0,0.0049674262397281345,9.954258156653948e-05
4015000.0,0.005638424046557998,0.00010350604209871627
4025000.0,0.006436838845129518,0.00011076950875316547
4035000.0,0.006823360072130618,0.00011233807185438855
4045000.0,0.007364150222987891,0.00011659974439384068
4055000.0,0.008175303477780269,0.00011986027389848388
4065000.0,0.009121067015190608,0.00011688780834307949
4075000.0,0.011250310404461722,0.00012062936252691331
4085000.0,0.016716547633815193,0.0001455529029271997
4095000.0,0.023315401835256294,0.0001882386367694256
4105000.0,0.020052554249826028,0.00017406516503135262
4115000.0,0.014271950480527493,0.00014964848511085828
4125000.0,0.011026564718234702,0.0001343902175441161
4135000.0,0.009218028120783215,0.0001265304810063697
4145000.0,0.008339421078089375,0.00012173557754896017
4155000.0,0.007919800874560966,0.00011797138159064963
4165000.0,0.007453072591454561,0.00011627178358973864
4175000.0,0.007271774010783543,0.00011689936491133483
4185000.0,0.006993572456072544,0.00011489338166776632
4195000.0,0.006740343980874084,0.00011287733054016091
4205000.0,0.0069371081456008595,0.00011612338652348295
4215000.0,0.007100938999419981,0.00011453015384072266
4225000.0,0.0071875068621517725,0.00011569332756263334
4235000.0,0.007193692657517465,0.00011599009612805588
4245000.0,0.007252794998748991,0.00011651289394653488
4255000.0,0.007319890642891732,0.00011541887695273216
4265000.0,0.00754153957609092,0.00011948538265344594
4275000.0,0.007674369791960058,0.00011756511666337773
4285000.0,0.007748154412135713,0.00011960289771815276
4295000.0,0.008138399437332456,0.00012172604587586339
4305000.0,0.009011127334256326,0.00012592542950458274
4315000.0,0.009922999391125599,0.00013066299044916098
4325000.0,0.01104780918764632,0.00013532986848013712
4335000.0,0.012780505423223044,0.0001454104321098781
4345000.0,0.015668447274044744,0.00015341610610240596
4355000.0,0.021766634401623068,0.0001762886102464932
4365000.0,0.03312494218962975,0.00021261602498775356
4375000.0,0.05532060050263994,0.000275229414758556
4385000.0,0.08546761033818208,0.00034792613721084135
4395000.0,0.09752931581340854,0.0003710598666492526
4405000.0,0.07867324913337774,0.000330164924982278
4415000.0,0.050866881172795385,0.0002589750090655752
4425000.0,0.03314177261666441,0.00021396677097214691
4435000.0,0.023283348716040063,0.00018439315150537458
4445000.0,0.01823109429557999,0.00016694691276667118
4455000.0,0.01569237889030313,0.00015794229639974763
4465000.0,0.014224902445023916,0.00015195038763496683
4475000.0,0.012717839473664888,0.00014492356260512794
4485000.0,0.010255902711002917,0.00013179224850432144
4495000.0,0.008100295696576098,0.00011901135028407735
4505000.0,0.007780102382393597,0.00012108638830160947
4515000.0,0.008150531823208062,0.0001230825657707215
4525000.0,0.008705899140363594,0.00012578124327294434
4535000.0,0.009230270104597902,0.00012762826408463113
4545000.0,0.01014243906495599,0.0001354551889662232
4555000.0,0.012600325595498065,0.00014114594186436966
4565000.0,0.021909793982516832,0.00016551427874376062
4575000.0,0.06319744088421106,0.0002795124744082472
4585000.0,0.0976700636796689,0.00038534826643972243
4595000.0,0.06586842078782587,0.0002813478505464849
4605000.0,0.042693872864001024,0.0002466835365136024
4615000.0,0.032250865863323167,0.00021863770399552142
4625000.0,0.025393773386154787,0.0001920934675404169
4635000.0,0.022613651958975176,0.00018285867019042482
4645000.0,0.022147904930246626,0.000181819667377938
4655000.0,0.022908737779184087,0.00018482611282347343
4665000.0,0.02426637102080785,0.0001910066894368541
4675000.0,0.026032994352785666,0.00019521149922144458
4685000.0,0.028235455963346773,0.000207379066327172
4695000.0,0.02991663513445405,0.000207744503770416
4705000.0,0.03115256366293222,0.0002126063038404838
4715000.0,0.03206822714148794,0.00021407887813859868
4725000.0,0.032604803581714824,0.00021913089463506535
4735000.0,0.0324839133004729,0.0002172143569725034
4745000.0,0.032267753415350785,0.00021787261209156936
4755000.0,0.03189704222815145,0.00021329974642766617
4765000.0,0.03171955965855859,0.00021304503276248283
4775000.0,0.031632894826363035,0.0002158819236243195
4785000.0,0.03169967344125777,0.00021529651487247283
4795000.0,0.03197652984792818,0.00021628569359672558
4805000.0,0.03245892951353713,0.00021498846263865508
4815000.0,0.03275630504895878,0.00021809341173341265
4825000.0,0.032229394160032815,0.00021787939005194767
4835000.0,0.030756396285263443,0.00021342424967803395
4845000.0,0.029316141898965458,0.00020951903169958382
4855000.0,0.027925458268528176,0.00022081346653237882
4865000.0,0.027290157874651964,0.00022645240232334332
4875000.0,0.028158265419247056,0.00023740187317602943
4885000.0,0.029140278447826386,0.0002132619943116496
4895000.0,0.030997359388976943,0.00021291503955679622
4905000.0,0.0341180071862272,0.00022182991541871497
4915000.0,0.038741582655426016,0.00023321252208555117
4925000.0,0.04495804122149436,0.0002490722760398839
4935000.0,0.05344140909972018,0.0002707785979821305
4945000.0,0.065447942239302,0.0002949686879223497
4955000.0,0.08187583863007672,0.00033174545843310413
4965000.0,0.10345452026490723,0.00036697925987221844
4975000.0,0.12540476885339713,0.0004093420305986148
4985000.0,0.13940248358520574,0.00042781770157454134
4995000.0,0.14045853948544224,0.0004324724680729855
5005000.0,0.12886554511321127,0.0004121239715980834
5015000.0,0.11174442547076792,0.00038524854993031123
5025000.0,0.10033158443742331,0.00036079100718982015
5035000.0,0.09598377405670964,0.0003576786779472786
5045000.0,0.09402423238026116,0.00034937159459828897
5055000.0,0.09352109709216244,0.00035200889162041705
5065000.0,0.09482685314947192,0.0003511304999311503
5075000.0,0.09793460542563365,0.00035865875652419955
5085000.0,0.1018447711357841,0.00036564646702978015
5095000.0,0.1062456647807958,0.0003748481440611682
5105000.0,0.11157962011524543,0.00038010982460506734
5115000.0,0.1176661520913298,0.000392365407266599
5125000.0,0.1243908167864875,0.0003997486601681038
5135000.0,0.13170250847286094,0.0004175851658787733
5145000.0,0.1383929746859555,0.00042369718103991305
5155000.0,0.14477658719475356,0.00043229068133876584
5165000.0,0.14966389071110348,0.00043804490958883503
5175000.0,0.15342490055271005,0.00044031147501716084
5185000.0,0.1572281995868009,0.0004477747387208261
5195000.0,0.1592002485059738,0.00044726064466197647
5205000.0,0.1585044862951626,0.0004488342927871697
5215000.0,0.15623121441517163,0.00044534994057045826
5225000.0,0.15360984713499848,0.00043876937939384104
5235000.0,0.15011957927949782,0.0004373108288967977
5245000.0,0.14503638955610942,0.00042889160921617575
5255000.0,0.1405684399664562,0.0004197055733861456
5265000.0,0.13709554774602176,0.00041798787019647096
5275000.0,0.1333140168169732,0.00041222223813578937
5285000.0,0.12983003397463871,0.00040456878249384235
5295000.0,0.12914391495267397,0.0004043871437261851
5305000.0,0.13828146519376164,0.00041457714069739645
5315000.0,0.16375657694012424,0.0004559107388071153
5325000.0,0.17819934769541132,0.0004933034487680697
5335000.0,0.15721114671596392,0.0004465409116903663
5345000.0,0.13532437857850074,0.0004180308769289928
5355000.0,0.12764330992496278,0.0004039184842462068
5365000.0,0.12722678111705168,0.0004053354737492706
5375000.0,0.13004292515416624,0.00041533398272578415
5385000.0,0.13531862642942835,0.0004231427017964582
5395000.0,0.14268343001491515,0.00047670344027139446
5405000.0,0.14783135077161313,0.0006092678567244256
5415000.0,0.15001841111538147,0.000745413975262726
5425000.0,0.15082895889123946,0.0008297148656418547
5435000.0,0.1511705809955748,0.0008694088456074838
5445000.0,0.1513482955968616,0.0008927427563478651
5455000.0,0.1540774975548863,0.011584023418337603
5465000.0,0.156401070407431,0.00891975327189481
5475000.0,0.16650504297186672,0.009087318127979256
5485000.0,0.1773830206672769,0.010702047466488982
5495000.0,0.1852982719288913,0.014346752053651065
5505000.0,0.18428635290307274,0.014252237049113329
5515000.0,0.1727317170223244,0.012324963938823716
5525000.0,0.1508685180544774,0.011591281513541708
5535000.0,0.13668140593936418,0.013514039183385208
5545000.0,0.1196660711787357,0.011227958003147336
5555000.0,0.10433484508982975,0.010199027355614612
5565000.0,0.0803988279668813,0.012092867966555
5575000.0,0.0779673458605857,0.0096473401601238
5585000.0,0.0739551359716114,0.0094088488348402
5595000.0,0.0722953889257577,0.0105394322721512
5605000.0,0.0714691638320792,0.0083832150104172
5615000.0,0.0705496453036042,0.0095753104574085
5625000.0,0.0704007941433896,0.0107098941974958
5635000.0,0.0715432475791875,0.0088397125256568
5645000.0,0.0743162096341933,0.0100168151813286
5655000.0,0.0755430828117792,0.0113437133651196
5665000.0,0.0779745938384528,0.0095866231728572
5675000.0,0.0831724651152276,0.0105533851948441
5685000.0,0.0868242704729517,0.0126270499330861
5695000.0,0.0953531450915253,0.0110872209641919
5705000.0,0.1129808309438668,0.014232644145902501
5715000.0,0.1246573092624951,0.015060566669898101
5725000.0,0.1374632800730288,0.015126486800974698
5735000.0,0.15281791506803094,0.0170870986242271
5745000.0,0.168391349078349,0.0184214840283449
5755000.0,0.1795469427573675,0.0206191213150587
5765000.0,0.1842627772406234,0.0199965280021144
5775000.0,0.184309127757974,0.0211120412313751
5785000.0,0.1807149002829667,0.0198526618382617
5795000.0,0.1761622887323083,0.021172275276022005
5805000.0,0.17087017506058544,0.0180927623641084
5815000.0,0.1662831901489648,0.0186308572078791
5825000.0,0.16417883641039208,0.0176067860451595
5835000.0,0.1633014580206385,0.0172590304329282
5845000.0,0.1636236401880507,0.0171069303845303
5855000.0,0.1653719972298467,0.0183407761283166
5865000.0,0.1689794041984202,0.0177452868069913
5875000.0,0.1744001713176895,0.0188655191844767
5885000.0,0.1817122072600739,0.0197951354204596
5895000.0,0.1932942519796094,0.0213647002515137
5905000.0,0.2143056366402478,0.023019958023939503
5915000.0,0.2404088876511885,0.0269521200122711
5925000.0,0.2699664958081428,0.029429592834677904
5935000.0,0.297332919199505,0.0332466031751233
5945000.0,0.314054381778533,0.033893625346279
5955000.0,0.315011439089657,0.0357960400826635
5965000.0,0.2971878109154487,0.030531119976557605
5975000.0,0.2703886403463611,0.026140383369866096
5985000.0,0.2480578469198551,0.0220688689810624
5995000.0,0.2321785343458646,0.0215204293492164
6005000.0,0.2132821654097,0.0187709184673642
6015000.0,0.18725711542183768,0.0170191256009101
