XS (b),dXS (b),Ea (eV),dEa (eV)
8.864000000000001e-04,4.880000000000000e-05,1.236500000000000e+06,1.854750000000000e+03
1.085600000000000e-03,5.280000000000001e-05,1.240500000000000e+06,1.860750000000000e+03
9.247999999999999e-04,4.960000000000001e-05,1.243500000000000e+06,1.865250000000000e+03
1.044000000000000e-03,5.200000000000000e-05,1.247500000000000e+06,1.871250000000000e+03
1.018400000000000e-03,5.120000000000000e-05,1.251500000000000e+06,1.877250000000000e+03
1.004000000000000e-03,5.040000000000001e-05,1.254500000000000e+06,1.881750000000000e+03
1.008000000000000e-03,5.040000000000001e-05,1.258500000000000e+06,1.887750000000000e+03
9.136000000000001e-04,4.800000000000000e-05,1.262500000000000e+06,1.893750000000000e+03
1.100000000000000e-03,5.280000000000001e-05,1.265500000000000e+06,1.898250000000000e+03
1.023200000000000e-03,5.040000000000001e-05,1.269500000000000e+06,1.904250000000000e+03
1.023200000000000e-03,5.040000000000001e-05,1.273500000000000e+06,1.910250000000000e+03
9.712000000000001e-04,4.960000000000001e-05,1.277500000000000e+06,1.916250000000000e+03
1.003200000000000e-03,5.040000000000001e-05,1.280500000000000e+06,1.920750000000000e+03
1.046400000000000e-03,5.120000000000000e-05,1.284500000000000e+06,1.926750000000000e+03
1.129600000000000e-03,5.360000000000000e-05,1.288500000000000e+06,1.932750000000000e+03
1.080800000000000e-03,5.280000000000001e-05,1.291500000000000e+06,1.937250000000000e+03
1.046400000000000e-03,5.200000000000000e-05,1.295500000000000e+06,1.943250000000000e+03
1.251200000000000e-03,5.600000000000000e-05,1.299500000000000e+06,1.949250000000000e+03
1.137600000000000e-03,5.360000000000000e-05,1.303500000000000e+06,1.955250000000000e+03
1.062400000000000e-03,5.280000000000001e-05,1.306500000000000e+06,1.959750000000000e+03
1.088800000000000e-03,5.280000000000001e-05,1.310500000000000e+06,1.965750000000000e+03
1.153600000000000e-03,5.440000000000000e-05,1.314500000000000e+06,1.971750000000000e+03
1.264000000000000e-03,5.600000000000000e-05,1.318500000000000e+06,1.977750000000000e+03
1.060000000000000e-03,5.200000000000000e-05,1.322500000000000e+06,1.983750000000000e+03
1.276000000000000e-03,5.600000000000000e-05,1.325500000000000e+06,1.988250000000000e+03
1.504800000000000e-03,6.160000000000001e-05,1.329500000000000e+06,1.994250000000000e+03
6.768000000000001e-03,1.280000000000000e-04,1.333500000000000e+06,2.000250000000000e+03
1.204800000000000e-02,1.696000000000000e-04,1.335500000000000e+06,2.003250000000000e+03
1.060800000000000e-02,1.592000000000000e-04,1.337500000000000e+06,2.006250000000000e+03
7.768799999999999e-03,1.360000000000000e-04,1.338500000000000e+06,2.007750000000000e+03
4.883200000000001e-03,1.088000000000000e-04,1.340500000000000e+06,2.010750000000000e+03
2.799200000000000e-03,8.240000000000000e-05,1.342500000000000e+06,2.013750000000000e+03
1.932800000000000e-03,6.880000000000001e-05,1.344500000000000e+06,2.016750000000000e+03
1.597600000000000e-03,6.320000000000000e-05,1.346500000000000e+06,2.019750000000000e+03
1.584800000000000e-03,6.320000000000000e-05,1.348500000000000e+06,2.022750000000000e+03
1.365600000000000e-03,5.840000000000000e-05,1.352600000000000e+06,2.028900000000000e+03
1.297600000000000e-03,5.680000000000001e-05,1.356600000000000e+06,2.034900000000000e+03
1.356800000000000e-03,5.840000000000000e-05,1.359600000000000e+06,2.039400000000000e+03
1.292000000000000e-03,5.680000000000001e-05,1.363600000000000e+06,2.045400000000000e+03
1.245600000000000e-03,5.600000000000000e-05,1.367600000000000e+06,2.051400000000000e+03
1.341600000000000e-03,5.840000000000000e-05,1.371600000000000e+06,2.057400000000000e+03
1.258400000000000e-03,5.600000000000000e-05,1.375600000000000e+06,2.063400000000000e+03
1.296800000000000e-03,5.680000000000001e-05,1.379600000000000e+06,2.069400000000000e+03
1.249600000000000e-03,5.600000000000000e-05,1.382600000000000e+06,2.073900000000000e+03
1.288800000000000e-03,5.600000000000000e-05,1.386600000000000e+06,2.079900000000000e+03
1.387200000000000e-03,5.920000000000000e-05,1.390600000000000e+06,2.085900000000000e+03
1.302400000000000e-03,5.680000000000001e-05,1.394600000000000e+06,2.091900000000000e+03
1.243200000000000e-03,5.520000000000000e-05,1.398600000000000e+06,2.097900000000000e+03
1.087200000000000e-03,5.200000000000000e-05,1.402600000000000e+06,2.103900000000000e+03
1.335200000000000e-03,5.840000000000000e-05,1.406600000000000e+06,2.109900000000000e+03
1.377600000000000e-03,5.920000000000000e-05,1.410600000000000e+06,2.115900000000000e+03
1.370400000000000e-03,5.920000000000000e-05,1.413600000000000e+06,2.120400000000000e+03
1.336000000000000e-03,5.840000000000000e-05,1.417600000000000e+06,2.126400000000000e+03
1.371200000000000e-03,5.920000000000000e-05,1.421600000000000e+06,2.132400000000000e+03
1.272800000000000e-03,5.600000000000000e-05,1.425600000000000e+06,2.138400000000000e+03
1.348800000000000e-03,5.840000000000000e-05,1.429600000000000e+06,2.144400000000000e+03
1.449600000000000e-03,6.080000000000001e-05,1.433600000000000e+06,2.150400000000000e+03
1.313600000000000e-03,5.680000000000001e-05,1.437600000000000e+06,2.156400000000000e+03
1.361600000000000e-03,5.920000000000000e-05,1.441600000000000e+06,2.162400000000000e+03
1.430400000000000e-03,6.080000000000001e-05,1.445600000000000e+06,2.168400000000000e+03
1.401600000000000e-03,5.999999999999999e-05,1.449600000000000e+06,2.174400000000000e+03
1.396800000000000e-03,5.999999999999999e-05,1.453600000000000e+06,2.180400000000000e+03
1.444800000000000e-03,6.080000000000001e-05,1.457600000000000e+06,2.186400000000000e+03
1.496000000000000e-03,6.160000000000001e-05,1.461600000000000e+06,2.192400000000000e+03
1.466400000000000e-03,6.080000000000001e-05,1.465600000000000e+06,2.198400000000000e+03
1.419200000000000e-03,5.999999999999999e-05,1.468600000000000e+06,2.202900000000000e+03
1.563200000000000e-03,6.240000000000000e-05,1.472600000000000e+06,2.208900000000000e+03
1.588000000000000e-03,6.240000000000000e-05,1.476600000000000e+06,2.214900000000000e+03
1.489600000000000e-03,6.080000000000001e-05,1.480600000000000e+06,2.220900000000000e+03
1.650400000000000e-03,6.400000000000001e-05,1.486600000000000e+06,2.229900000000000e+03
1.497600000000000e-03,6.160000000000001e-05,1.488600000000000e+06,2.232900000000000e+03
1.555200000000000e-03,6.240000000000000e-05,1.492700000000000e+06,2.239050000000000e+03
1.555200000000000e-03,6.240000000000000e-05,1.496700000000000e+06,2.245050000000000e+03
1.706400000000000e-03,6.560000000000001e-05,1.502700000000000e+06,2.254050000000000e+03
1.732800000000000e-03,6.560000000000001e-05,1.524700000000000e+06,2.287050000000000e+03
1.723200000000000e-03,6.560000000000001e-05,1.528700000000000e+06,2.293050000000000e+03
1.682400000000000e-03,6.480000000000000e-05,1.532700000000000e+06,2.299050000000000e+03
1.936800000000000e-03,6.880000000000001e-05,1.536700000000000e+06,2.305050000000000e+03
1.864000000000000e-03,6.800000000000001e-05,1.540700000000000e+06,2.311050000000000e+03
1.783200000000000e-03,6.640000000000000e-05,1.544700000000000e+06,2.317050000000000e+03
1.878400000000000e-03,6.800000000000001e-05,1.548700000000000e+06,2.323050000000000e+03
2.002400000000000e-03,7.040000000000000e-05,1.552700000000000e+06,2.329050000000000e+03
1.915200000000000e-03,6.880000000000001e-05,1.557700000000000e+06,2.336550000000000e+03
1.847200000000000e-03,6.719999999999999e-05,1.561700000000000e+06,2.342550000000000e+03
2.009600000000000e-03,7.040000000000000e-05,1.565700000000000e+06,2.348550000000000e+03
2.021600000000000e-03,7.040000000000000e-05,1.567700000000000e+06,2.351550000000000e+03
2.053600000000000e-03,7.120000000000000e-05,1.569700000000000e+06,2.354550000000000e+03
2.061600000000000e-03,7.120000000000000e-05,1.571700000000000e+06,2.357550000000000e+03
1.980000000000000e-03,6.960000000000000e-05,1.573700000000000e+06,2.360550000000000e+03
2.172800000000000e-03,7.360000000000000e-05,1.575700000000000e+06,2.363550000000000e+03
1.985600000000000e-03,6.960000000000000e-05,1.577700000000000e+06,2.366550000000000e+03
2.185600000000000e-03,7.360000000000000e-05,1.579700000000000e+06,2.369550000000000e+03
2.032800000000000e-03,7.040000000000000e-05,1.581700000000000e+06,2.372550000000000e+03
2.186400000000000e-03,7.360000000000000e-05,1.583700000000000e+06,2.375550000000000e+03
2.407200000000000e-03,7.680000000000001e-05,1.585700000000000e+06,2.378550000000000e+03
4.062400000000000e-03,9.920000000000001e-05,1.587700000000000e+06,2.381550000000000e+03
6.585600000000000e-03,1.264000000000000e-04,1.589700000000000e+06,2.384550000000000e+03
4.054400000000000e-03,9.920000000000001e-05,1.591700000000000e+06,2.387550000000000e+03
2.664800000000000e-03,8.080000000000001e-05,1.593700000000000e+06,2.390550000000000e+03
2.433600000000000e-03,7.760000000000000e-05,1.596700000000000e+06,2.395050000000000e+03
2.387200000000000e-03,7.680000000000001e-05,1.598700000000000e+06,2.398050000000000e+03
2.279200000000000e-03,7.520000000000000e-05,1.600700000000000e+06,2.401050000000000e+03
2.243200000000000e-03,7.520000000000000e-05,1.602700000000000e+06,2.404050000000000e+03
2.415200000000000e-03,7.760000000000000e-05,1.604700000000000e+06,2.407050000000000e+03
2.367200000000000e-03,7.680000000000001e-05,1.606700000000000e+06,2.410050000000000e+03
2.384000000000000e-03,7.760000000000000e-05,1.608700000000000e+06,2.413050000000000e+03
2.431200000000000e-03,7.840000000000001e-05,1.610700000000000e+06,2.416050000000000e+03
2.428000000000000e-03,7.840000000000001e-05,1.612700000000000e+06,2.419050000000000e+03
2.439200000000000e-03,7.840000000000001e-05,1.614700000000000e+06,2.422050000000000e+03
2.278400000000000e-03,7.520000000000000e-05,1.616700000000000e+06,2.425050000000000e+03
2.514400000000000e-03,7.840000000000001e-05,1.618700000000000e+06,2.428050000000000e+03
2.450400000000000e-03,7.760000000000000e-05,1.620700000000000e+06,2.431050000000000e+03
2.412800000000000e-03,7.760000000000000e-05,1.622700000000000e+06,2.434050000000000e+03
2.682400000000000e-03,8.080000000000001e-05,1.625700000000000e+06,2.438550000000000e+03
2.602400000000000e-03,8.000000000000001e-05,1.627700000000000e+06,2.441550000000000e+03
2.590400000000000e-03,8.000000000000001e-05,1.629700000000000e+06,2.444550000000000e+03
2.595200000000000e-03,8.000000000000001e-05,1.631700000000000e+06,2.447550000000000e+03
2.700000000000000e-03,8.160000000000000e-05,1.635700000000000e+06,2.453550000000000e+03
2.761600000000000e-03,8.240000000000000e-05,1.639700000000000e+06,2.459550000000000e+03
2.587200000000000e-03,8.000000000000001e-05,1.643700000000000e+06,2.465550000000000e+03
2.624000000000000e-03,8.080000000000001e-05,1.647700000000000e+06,2.471550000000000e+03
2.653600000000000e-03,8.080000000000001e-05,1.652700000000000e+06,2.479050000000000e+03
2.904800000000000e-03,8.480000000000000e-05,1.656700000000000e+06,2.485050000000000e+03
2.824000000000000e-03,8.320000000000000e-05,1.660700000000000e+06,2.491050000000000e+03
3.132800000000000e-03,8.800000000000001e-05,1.664800000000000e+06,2.497200000000000e+03
2.929600000000000e-03,8.480000000000000e-05,1.668800000000000e+06,2.503200000000000e+03
3.037600000000000e-03,8.640000000000000e-05,1.673800000000000e+06,2.510700000000000e+03
3.194400000000000e-03,8.880000000000000e-05,1.677800000000000e+06,2.516700000000000e+03
3.197600000000000e-03,8.960000000000001e-05,1.681800000000000e+06,2.522700000000000e+03
3.257600000000000e-03,8.960000000000001e-05,1.685800000000000e+06,2.528700000000000e+03
3.512000000000000e-03,9.360000000000000e-05,1.689800000000000e+06,2.534700000000000e+03
3.406400000000000e-03,9.200000000000001e-05,1.694800000000000e+06,2.542200000000000e+03
3.358400000000001e-03,9.120000000000001e-05,1.698800000000000e+06,2.548200000000000e+03
3.412800000000000e-03,9.200000000000001e-05,1.702800000000000e+06,2.554200000000000e+03
3.705600000000000e-03,9.600000000000000e-05,1.706800000000000e+06,2.560200000000000e+03
3.836000000000000e-03,9.680000000000001e-05,1.711800000000000e+06,2.567700000000000e+03
3.930400000000000e-03,9.840000000000001e-05,1.713800000000000e+06,2.570700000000000e+03
3.862400000000000e-03,9.760000000000000e-05,1.715800000000000e+06,2.573700000000000e+03
3.898400000000000e-03,9.760000000000000e-05,1.717800000000000e+06,2.576700000000000e+03
4.007200000000001e-03,9.920000000000001e-05,1.719800000000000e+06,2.579700000000000e+03
4.276800000000000e-03,1.016000000000000e-04,1.721800000000000e+06,2.582700000000000e+03
4.156800000000000e-03,1.008000000000000e-04,1.723800000000000e+06,2.585700000000000e+03
4.334400000000000e-03,1.032000000000000e-04,1.726800000000000e+06,2.590200000000000e+03
4.374400000000000e-03,1.040000000000000e-04,1.728800000000000e+06,2.593200000000000e+03
4.432000000000000e-03,1.048000000000000e-04,1.730800000000000e+06,2.596200000000000e+03
4.641600000000000e-03,1.064000000000000e-04,1.732800000000000e+06,2.599200000000000e+03
4.812800000000000e-03,1.088000000000000e-04,1.734800000000000e+06,2.602200000000000e+03
4.761600000000000e-03,1.080000000000000e-04,1.736800000000000e+06,2.605200000000000e+03
5.137600000000000e-03,1.120000000000000e-04,1.738800000000000e+06,2.608200000000000e+03
5.292000000000001e-03,1.136000000000000e-04,1.741800000000000e+06,2.612700000000000e+03
5.520000000000001e-03,1.160000000000000e-04,1.743800000000000e+06,2.615700000000000e+03
5.447200000000000e-03,1.152000000000000e-04,1.747800000000000e+06,2.621700000000000e+03
5.148800000000000e-03,1.120000000000000e-04,1.749800000000000e+06,2.624700000000000e+03
5.252800000000000e-03,1.136000000000000e-04,1.751800000000000e+06,2.627700000000000e+03
5.123200000000000e-03,1.120000000000000e-04,1.753800000000000e+06,2.630700000000000e+03
5.165600000000000e-03,1.128000000000000e-04,1.756800000000000e+06,2.635200000000000e+03
4.981600000000000e-03,1.104000000000000e-04,1.758800000000000e+06,2.638200000000000e+03
5.136800000000000e-03,1.120000000000000e-04,1.760800000000000e+06,2.641200000000000e+03
5.088000000000001e-03,1.112000000000000e-04,1.762800000000000e+06,2.644200000000000e+03
5.214400000000001e-03,1.128000000000000e-04,1.764800000000000e+06,2.647200000000000e+03
