XS (b),dXS (b),Ea (eV),dEa (eV)
5.176800000000000e-03,1.120000000000000e-04,1.766800000000000e+06,2.650200000000000e+03
5.376800000000001e-03,1.144000000000000e-04,1.769800000000000e+06,2.654700000000000e+03
5.192000000000000e-03,1.128000000000000e-04,1.771800000000000e+06,2.657700000000000e+03
5.272000000000001e-03,1.136000000000000e-04,1.773800000000000e+06,2.660700000000000e+03
5.261600000000001e-03,1.136000000000000e-04,1.775800000000000e+06,2.663700000000000e+03
5.298400000000001e-03,1.136000000000000e-04,1.777800000000000e+06,2.666700000000000e+03
5.286400000000000e-03,1.136000000000000e-04,1.779800000000000e+06,2.669700000000000e+03
5.293600000000000e-03,1.136000000000000e-04,1.782800000000000e+06,2.674200000000000e+03
5.424000000000000e-03,1.152000000000000e-04,1.784800000000000e+06,2.677200000000000e+03
5.442400000000000e-03,1.152000000000000e-04,1.786800000000000e+06,2.680200000000000e+03
5.542400000000000e-03,1.160000000000000e-04,1.788800000000000e+06,2.683200000000000e+03
5.760800000000000e-03,1.192000000000000e-04,1.790800000000000e+06,2.686200000000000e+03
5.999200000000000e-03,1.208000000000000e-04,1.792800000000000e+06,2.689200000000000e+03
5.832800000000000e-03,1.192000000000000e-04,1.794800000000000e+06,2.692200000000000e+03
5.670400000000000e-03,1.184000000000000e-04,1.797800000000000e+06,2.696700000000000e+03
6.364800000000000e-03,1.248000000000000e-04,1.801800000000000e+06,2.702700000000000e+03
6.137600000000000e-03,1.224000000000000e-04,1.805800000000000e+06,2.708700000000000e+03
6.403200000000001e-03,1.248000000000000e-04,1.810800000000000e+06,2.716200000000000e+03
6.631200000000000e-03,1.272000000000000e-04,1.814800000000000e+06,2.722200000000000e+03
6.594400000000000e-03,1.264000000000000e-04,1.818800000000000e+06,2.728200000000000e+03
7.025600000000000e-03,1.304000000000000e-04,1.823800000000000e+06,2.735700000000000e+03
6.891200000000000e-03,1.296000000000000e-04,1.827800000000000e+06,2.741700000000000e+03
7.516800000000001e-03,1.352000000000000e-04,1.832800000000000e+06,2.749200000000000e+03
7.398399999999999e-03,1.344000000000000e-04,1.836800000000000e+06,2.755200000000000e+03
7.787200000000000e-03,1.376000000000000e-04,1.840900000000000e+06,2.761350000000000e+03
8.056000000000001e-03,1.400000000000000e-04,1.845900000000000e+06,2.768850000000000e+03
8.136000000000001e-03,1.408000000000000e-04,1.849900000000000e+06,2.774850000000000e+03
8.152000000000000e-03,1.408000000000000e-04,1.854900000000000e+06,2.782350000000000e+03
8.672000000000001e-03,1.448000000000000e-04,1.858900000000000e+06,2.788350000000000e+03
9.016000000000001e-03,1.480000000000000e-04,1.862900000000000e+06,2.794350000000000e+03
8.976000000000001e-03,1.480000000000000e-04,1.867900000000000e+06,2.801850000000000e+03
9.384000000000002e-03,1.512000000000000e-04,1.871900000000000e+06,2.807850000000000e+03
9.856000000000000e-03,1.544000000000000e-04,1.876900000000000e+06,2.815350000000000e+03
1.052800000000000e-02,1.592000000000000e-04,1.880900000000000e+06,2.821350000000000e+03
1.072000000000000e-02,1.608000000000000e-04,1.885900000000000e+06,2.828850000000000e+03
1.101600000000000e-02,1.632000000000000e-04,1.889900000000000e+06,2.834850000000000e+03
1.122400000000000e-02,1.648000000000000e-04,1.894900000000000e+06,2.842350000000000e+03
1.164000000000000e-02,1.680000000000000e-04,1.898900000000000e+06,2.848350000000000e+03
1.211200000000000e-02,1.712000000000000e-04,1.903900000000000e+06,2.855850000000000e+03
1.233600000000000e-02,1.720000000000000e-04,1.907900000000000e+06,2.861850000000000e+03
1.284000000000000e-02,1.768000000000000e-04,1.912900000000000e+06,2.869350000000000e+03
1.326400000000000e-02,1.792000000000000e-04,1.916900000000000e+06,2.875350000000000e+03
1.362400000000000e-02,1.816000000000000e-04,1.921900000000000e+06,2.882850000000000e+03
1.401600000000000e-02,1.840000000000000e-04,1.925900000000000e+06,2.888850000000000e+03
1.476800000000000e-02,1.880000000000000e-04,1.929900000000000e+06,2.894850000000000e+03
1.527200000000000e-02,1.920000000000000e-04,1.934900000000000e+06,2.902350000000000e+03
1.542400000000000e-02,1.928000000000000e-04,1.938900000000000e+06,2.908350000000000e+03
1.641600000000000e-02,1.992000000000000e-04,1.943900000000000e+06,2.915850000000000e+03
1.692800000000000e-02,2.016000000000000e-04,1.947900000000000e+06,2.921850000000000e+03
1.786400000000000e-02,2.080000000000000e-04,1.952900000000000e+06,2.929350000000000e+03
1.883200000000000e-02,3.032000000000000e-04,1.958900000000000e+06,2.938350000000000e+03
1.988800000000000e-02,3.112000000000000e-04,1.962900000000000e+06,2.944350000000000e+03
2.032800000000000e-02,3.144000000000001e-04,1.967900000000000e+06,2.951850000000000e+03
2.088000000000000e-02,3.184000000000000e-04,1.972900000000000e+06,2.959350000000000e+03
2.176800000000000e-02,3.248000000000000e-04,1.976900000000000e+06,2.965350000000000e+03
2.332000000000000e-02,3.360000000000000e-04,1.981900000000000e+06,2.972850000000000e+03
2.384000000000000e-02,3.400000000000000e-04,1.985900000000000e+06,2.978850000000000e+03
2.484000000000000e-02,3.472000000000000e-04,1.990900000000000e+06,2.986350000000000e+03
2.607200000000000e-02,3.552000000000000e-04,1.995900000000000e+06,2.993850000000000e+03
2.730400000000000e-02,3.640000000000000e-04,2.000900000000000e+06,3.001350000000000e+03
2.845600000000000e-02,3.720000000000000e-04,2.004900000000000e+06,3.007350000000000e+03
3.060000000000000e-02,3.848000000000000e-04,2.009900000000000e+06,3.014850000000000e+03
3.144800000000000e-02,3.904000000000000e-04,2.013900000000000e+06,3.020850000000000e+03
3.277600000000000e-02,3.984000000000000e-04,2.019000000000000e+06,3.028500000000000e+03
3.371200000000000e-02,4.040000000000001e-04,2.024000000000000e+06,3.036000000000000e+03
3.605600000000000e-02,4.176000000000000e-04,2.029000000000000e+06,3.043500000000000e+03
3.791200000000000e-02,4.280000000000000e-04,2.033000000000000e+06,3.049500000000000e+03
3.976800000000000e-02,4.384000000000000e-04,2.038000000000000e+06,3.057000000000000e+03
4.198400000000000e-02,4.504000000000001e-04,2.043000000000000e+06,3.064500000000000e+03
4.329600000000000e-02,4.568000000000000e-04,2.047000000000000e+06,3.070500000000000e+03
4.576000000000000e-02,4.696000000000000e-04,2.052000000000000e+06,3.078000000000000e+03
4.799200000000001e-02,4.808000000000000e-04,2.057000000000000e+06,3.085500000000000e+03
5.086400000000000e-02,4.952000000000000e-04,2.062000000000000e+06,3.093000000000000e+03
5.252000000000000e-02,5.032000000000000e-04,2.066000000000000e+06,3.099000000000000e+03
5.462400000000000e-02,5.128000000000000e-04,2.071000000000000e+06,3.106500000000000e+03
5.538400000000000e-02,5.160000000000000e-04,2.076000000000000e+06,3.114000000000000e+03
5.658400000000000e-02,5.224000000000000e-04,2.081000000000000e+06,3.121500000000000e+03
5.832000000000001e-02,5.296000000000001e-04,2.086000000000000e+06,3.129000000000000e+03
5.724800000000000e-02,5.248000000000001e-04,2.090000000000000e+06,3.135000000000000e+03
5.787200000000001e-02,5.280000000000000e-04,2.095000000000000e+06,3.142500000000000e+03
5.540800000000001e-02,5.168000000000000e-04,2.100000000000000e+06,3.150000000000000e+03
5.624800000000000e-02,5.208000000000000e-04,2.104000000000000e+06,3.156000000000000e+03
5.454400000000001e-02,5.128000000000000e-04,2.109000000000000e+06,3.163500000000000e+03
5.342400000000001e-02,5.072000000000001e-04,2.114000000000000e+06,3.171000000000000e+03
5.184800000000001e-02,5.008000000000000e-04,2.119000000000000e+06,3.178500000000000e+03
5.149600000000000e-02,4.984000000000000e-04,2.124000000000000e+06,3.186000000000000e+03
5.020800000000000e-02,4.920000000000000e-04,2.129000000000000e+06,3.193500000000000e+03
4.861600000000000e-02,4.848000000000000e-04,2.133000000000000e+06,3.199500000000000e+03
4.753600000000000e-02,4.792000000000000e-04,2.138000000000000e+06,3.207000000000000e+03
4.736000000000001e-02,4.784000000000000e-04,2.143000000000000e+06,3.214500000000000e+03
4.644800000000000e-02,4.736000000000000e-04,2.148000000000000e+06,3.222000000000000e+03
4.693600000000001e-02,4.760000000000001e-04,2.153000000000000e+06,3.229500000000000e+03
4.681600000000000e-02,4.760000000000001e-04,2.158000000000000e+06,3.237000000000000e+03
4.804000000000000e-02,4.824000000000000e-04,2.162000000000000e+06,3.243000000000000e+03
4.672800000000000e-02,4.752000000000001e-04,2.167000000000000e+06,3.250500000000000e+03
4.816800000000000e-02,4.832000000000000e-04,2.172000000000000e+06,3.258000000000000e+03
4.900000000000000e-02,4.864000000000001e-04,2.177000000000000e+06,3.265500000000000e+03
5.116800000000001e-02,4.976000000000001e-04,2.182000000000000e+06,3.273000000000000e+03
5.383200000000000e-02,5.104000000000000e-04,2.187000000000000e+06,3.280500000000000e+03
5.708800000000001e-02,5.256000000000001e-04,2.192000000000000e+06,3.288000000000000e+03
5.988800000000000e-02,5.368000000000000e-04,2.197000000000000e+06,3.295500000000000e+03
6.420000000000001e-02,5.568000000000000e-04,2.201000000000000e+06,3.301500000000000e+03
6.852000000000001e-02,5.744000000000000e-04,2.207000000000000e+06,3.310500000000000e+03
7.298400000000001e-02,5.928000000000001e-04,2.211000000000000e+06,3.316500000000000e+03
7.806400000000001e-02,6.136000000000001e-04,2.216000000000000e+06,3.324000000000000e+03
8.240000000000000e-02,6.304000000000000e-04,2.221100000000000e+06,3.331650000000000e+03
8.752000000000000e-02,6.488000000000000e-04,2.226100000000000e+06,3.339150000000000e+03
9.064000000000000e-02,6.608000000000000e-04,2.231100000000000e+06,3.346650000000000e+03
9.344000000000001e-02,6.704000000000000e-04,2.236100000000000e+06,3.354150000000000e+03
9.384000000000001e-02,6.720000000000001e-04,2.241100000000000e+06,3.361650000000000e+03
9.528000000000000e-02,6.768000000000000e-04,2.246100000000000e+06,3.369150000000000e+03
9.496000000000000e-02,6.760000000000001e-04,2.251100000000000e+06,3.376650000000000e+03
9.240000000000001e-02,6.672000000000001e-04,2.256100000000000e+06,3.384150000000000e+03
9.048000000000000e-02,6.600000000000000e-04,2.260100000000000e+06,3.390150000000000e+03
8.752000000000000e-02,6.488000000000000e-04,2.266100000000000e+06,3.399150000000000e+03
8.448000000000000e-02,6.384000000000000e-04,2.271100000000000e+06,3.406650000000000e+03
8.112000000000001e-02,6.256000000000000e-04,2.276100000000000e+06,3.414150000000000e+03
8.024000000000001e-02,6.224000000000001e-04,2.280100000000000e+06,3.420150000000000e+03
7.718400000000000e-02,6.104000000000001e-04,2.285100000000000e+06,3.427650000000000e+03
7.505600000000001e-02,6.016000000000000e-04,2.290100000000000e+06,3.435150000000000e+03
7.171999999999999e-02,5.880000000000000e-04,2.295100000000000e+06,3.442650000000000e+03
7.059200000000000e-02,5.840000000000000e-04,2.300100000000000e+06,3.450150000000000e+03
6.929600000000001e-02,5.784000000000001e-04,2.305100000000000e+06,3.457650000000000e+03
6.860000000000001e-02,5.760000000000000e-04,2.310100000000000e+06,3.465150000000000e+03
6.645600000000000e-02,5.664000000000000e-04,2.316100000000000e+06,3.474150000000000e+03
6.502400000000001e-02,5.608000000000001e-04,2.321100000000000e+06,3.481650000000000e+03
6.424000000000001e-02,5.568000000000000e-04,2.326100000000000e+06,3.489150000000000e+03
6.506400000000000e-02,5.608000000000001e-04,2.331100000000000e+06,3.496650000000000e+03
6.490400000000000e-02,5.600000000000001e-04,2.336100000000000e+06,3.504150000000000e+03
6.515200000000000e-02,5.616000000000001e-04,2.341100000000000e+06,3.511650000000000e+03
6.502400000000001e-02,5.608000000000001e-04,2.346100000000000e+06,3.519150000000000e+03
6.704800000000000e-02,5.688000000000001e-04,2.351100000000000e+06,3.526650000000000e+03
6.815200000000000e-02,5.744000000000000e-04,2.356100000000000e+06,3.534150000000000e+03
